country,year,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
High-income countries,1957,737449295,86.978,0.119,5820.983,42.975,0.74,7.929,0.791,0,3311.517,4.511,0,0,0,1274.703,245092.453,204435.562,357.716,7869.248,30981.594,173.619,0,0,48.163,0.066,571.464,0.778,0,0,0,0,0,0,1796.041,2.447,0.009,6.822,0,71.03,71.11,70.74,80.34,87.48,90.17,50.44,92.81,72.93,100,45.27,88.39,68.5,100,0,0,0,0
High-income countries,1958,746713877,89.56,0.12,5695.823,-125.161,-2.15,7.662,0.762,0,3074.863,4.136,0,0,0,1364.263,250788.266,207510.438,396.734,8475.796,32861.27,179.781,0,0,39.018,0.052,606.548,0.816,0,0,0,0,0,0,1879.673,2.529,0.008,6.161,0,69.1,67.67,64.68,79.49,86.91,89.65,49.32,92.28,72.69,100,41.02,85.95,68.93,100,0,0,0,0
High-income countries,1959,756086619,99.188,0.132,5823.41,127.587,2.24,7.736,0.734,0,3046.116,4.047,0,0,0,1463.451,256611.672,210556.547,431.759,9114.17,34857.684,188.069,0,0,35.024,0.047,638.374,0.848,0,0,0,0,0,0,1996.419,2.652,0.011,8.289,0,68.33,65.76,61.57,78.62,86.28,89.06,48.19,91.67,72.45,100,38.2,84.21,68.71,100,0,0,0,0
High-income countries,1960,765581430,104.66,0.137,6142.333,318.923,5.48,8.059,0.737,0,3169.347,4.158,0,0,0,1568.112,262754,213725.891,466.816,9801.538,36995.004,196.651,0,0,35.057,0.046,687.368,0.902,0,0,0,0,0,0,2137.318,2.804,0.011,8.582,0,66.53,65.43,61.52,77.68,85.64,88.47,47.38,90.95,72.2,91.22,39.33,82.38,68.35,31.2,0,0,0,0
High-income countries,1961,775188538,111.327,0.144,6297.137,154.804,2.52,8.159,0.723,0,3182.913,4.124,0,0,0,1679.439,269051.156,216908.812,501.268,10501.997,39254.188,205.453,0,0,34.453,0.045,700.46,0.908,0,0,0,0,0,0,2259.182,2.927,0.011,8.802,0,67.85,66.87,64.4,76.94,85.08,87.99,46.79,90.08,71.96,83.93,39.96,79.44,68.17,30.12,0,0,0,0
High-income countries,1962,784855471,119.162,0.153,6600.679,303.542,4.82,8.447,0.717,0,3256.176,4.167,0,0,0,1798.601,275651.812,220164.984,532.112,11249.864,41691.648,214.622,0,0,30.844,0.04,747.867,0.957,0,0,0,0,0,0,2437.461,3.119,0.012,9.169,0,67.59,67.7,66.08,76.24,84.56,87.56,45.98,89.1,71.74,78.02,35.89,77.3,68.43,30.28,0,0,0,0
High-income countries,1963,794478919,124.102,0.157,6952.76,352.08,5.33,8.79,0.719,0,3387.254,4.282,0,0,0,1922.703,282604.594,223552.234,566.477,12039.385,44299.484,224.304,0,0,34.365,0.043,789.52,0.998,0,0,0,0,0,0,2607.836,3.297,0.012,9.682,0,66.74,67.69,66.3,75.55,84.05,87.14,45.4,88.05,71.54,73.11,37.97,75.44,68.49,30.49,0,0,0,0
High-income countries,1964,803928072,137.881,0.172,7300.569,347.81,5,9.115,0.71,0,3448.332,4.305,0,0,0,2060.584,289905.156,227000.562,615.938,12888.864,47104.191,235.013,0,0,49.461,0.062,849.48,1.061,0,0,0,0,0,0,2804.707,3.502,0.013,10.709,0,66.89,67.42,66.13,74.9,83.53,86.72,45.27,86.94,71.34,68.76,43.85,73.7,68.28,30.61,0,0,0,0
High-income countries,1965,813111042,140.189,0.173,7545.914,245.344,3.36,9.315,0.696,0.248,3428.149,4.232,0,0,0,2200.773,297451.062,230428.719,665.001,13772.572,50137.844,246.163,37613.902,0,49.062,0.061,883.708,1.091,0,0,0,0,0,0,3033.656,3.745,0.014,11.149,30584.279,64.78,66.68,64.77,74.16,82.99,86.28,44.6,85.78,71.17,65.41,37.61,71.83,68.75,32.29,0,0,0,0
High-income countries,1966,821971508,149.143,0.182,7837.365,291.451,3.86,9.57,0.684,0.245,3406.079,4.159,0,0,0,2349.916,305288.438,233834.797,716.919,14731.29,53397.324,258.192,39015.664,0,51.918,0.063,958.718,1.171,0,0,0,0,0,0,3259.478,3.98,0.015,12.029,32069.764,64.01,66.05,63.66,73.42,82.45,85.84,43.83,84.68,71,62.58,35.91,71.57,68.45,33.21,0,0,0,0
High-income countries,1967,830534184,154.094,0.186,8120.226,282.861,3.61,9.813,0.682,0.244,3380.915,4.086,0,0,0,2504.01,313408.656,237215.703,793.347,15747.779,56877.672,270.148,40168.469,0,76.428,0.092,1016.488,1.228,0,0,0,0,0,0,3480.344,4.206,0.014,11.956,33361.285,64.23,66.33,64.21,72.78,81.94,85.43,43.44,83.64,70.85,60.07,40.06,70.95,68.55,32.14,0,0,0,0
High-income countries,1968,838889894,164.41,0.197,8546.402,426.177,5.25,10.226,0.678,0.241,3392.659,4.059,0,0,0,2668.42,321955.062,240608.375,871.699,16860.91,60663.121,282.544,42390.363,0,78.352,0.094,1113.132,1.332,0,0,0,0,0,0,3785.453,4.529,0.015,12.396,35560.848,64.36,66.2,63.74,72.2,81.42,85.02,42.94,82.7,70.69,57.86,38.45,71.39,68.45,32.12,0,0,0,0
High-income countries,1969,847175550,172.356,0.204,9095.931,549.528,6.43,10.777,0.684,0.241,3468.788,4.11,0,0,0,2840.776,331051,244077.172,976.053,18087.684,64773.355,295.967,44713.988,0,104.354,0.124,1226.773,1.454,0,0,0,0,0,0,4110.237,4.87,0.016,13.423,37880.598,63.63,66.07,62.82,71.61,80.9,84.59,42.92,81.86,70.56,55.84,42.76,71.81,68.73,32.18,0,0,0,0
High-income countries,1970,855487179,180.682,0.212,9772.552,676.621,7.44,11.466,0.705,0.245,3396.608,3.985,0,0,0,3021.458,340823.531,247473.766,1090.918,19406.066,69522.242,309.097,46734.051,0,114.865,0.135,1318.382,1.547,0,0,0,0,0,0,4748.885,5.572,0.015,13.13,39980.383,62.61,65.6,59.63,71,80.37,84.11,42.75,81.24,70.51,53.81,41.36,73.64,69.83,29.6,0,0,0,0
High-income countries,1971,863857968,181.811,0.211,9968.78,196.229,2.01,11.583,0.692,0.244,3252.66,3.779,0,0,0,3203.269,350792.312,250726.438,1222.223,20819.305,74498.945,322.153,47548.402,0,131.305,0.153,1413.24,1.642,0,0,0,0,0,0,4976.708,5.783,0.015,13.056,41075.066,61.05,64.32,57.07,70.35,79.8,83.6,42.54,80.63,70.42,52.04,40.85,73.11,69.1,29.23,0,0,0,0
High-income countries,1972,872245859,192.22,0.221,10408.741,439.96,4.41,11.978,0.686,0.242,3181.231,3.661,0,0,0,3395.49,361201.062,253907.672,1370.866,22321.779,79869.633,335.65,49483.102,0,148.642,0.171,1502.473,1.729,0,0,0,0,0,0,5370.678,6.181,0.015,13.496,43161.43,60.87,64.17,55.88,69.74,79.25,83.08,42.57,80.09,70.33,50.31,42.86,73.23,69.16,28.08,0,0,0,0
High-income countries,1973,880581455,204.157,0.233,10928.472,519.731,4.99,12.458,0.675,0.241,3288.235,3.748,0,0,0,3599.647,372129.531,257195.891,1545.23,23865.607,85573.438,349.733,51790.164,0,174.364,0.199,1543.829,1.76,0,0,0,0,0,0,5703.804,6.502,0.016,14.083,45605.457,61.02,63.99,56.17,69.18,78.69,82.58,42.66,79.54,70.22,48.66,43.36,72.35,68.7,27.28,0,0,0,0
High-income countries,1974,888761760,199.425,0.225,10693.786,-234.686,-2.15,12.078,0.656,0.239,3278.985,3.704,0,0,0,3799.072,382823.344,260474.875,1708.158,25412.572,91064.539,364.109,50587.391,0,162.929,0.184,1546.965,1.747,0,0,0,0,0,0,5491.105,6.202,0.016,14.377,44960.137,59.56,62.87,55.9,68.59,78.14,82.08,42.56,78.96,70.02,47.22,41.64,70.98,67.08,27.44,0,0,0,0
High-income countries,1975,896715008,186.216,0.208,10409.269,-284.518,-2.66,11.653,0.636,0.238,3214.25,3.598,0,0,0,3985.288,393232.625,263689.125,1848.05,26931.379,96401.883,376.872,48963.672,0,139.891,0.157,1518.806,1.7,0,0,0,0,0,0,5337.342,5.975,0.014,12.763,43906.461,55.9,61.06,53.48,67.87,77.57,81.55,42.48,78.31,69.77,46.05,41.55,68.88,65.77,27.06,0,0,0,0
High-income countries,1976,904423445,194.121,0.215,11057.591,648.323,6.23,12.274,0.644,0.24,3438.351,3.816,0,0,0,4179.409,404290.188,267127.469,2010.561,28528.641,102053.734,390.369,51189.184,0,162.511,0.18,1597.261,1.773,0,0,0,0,0,0,5651.85,6.273,0.015,13.496,46296.699,55.84,61.49,54.64,67.2,77.02,81.04,42.37,77.66,69.56,44.96,41.1,68.1,66.08,26.98,0,0,0,0
High-income countries,1977,911919836,201.959,0.222,11236.233,178.643,1.62,12.37,0.63,0.238,3441.044,3.788,0,0,0,4381.368,415526.406,270568.531,2165.572,30122.885,107884.43,403.645,51982.332,0,155.011,0.171,1594.244,1.755,0,0,0,0,0,0,5830.699,6.419,0.015,13.276,47403.719,55.45,60.75,53.52,66.55,76.47,80.51,42.24,76.99,69.34,43.97,40.64,66.67,65.67,26.72,0,0,0,0
High-income countries,1978,919243943,213.819,0.234,11415.038,178.805,1.59,12.467,0.612,0.235,3486.097,3.807,0,0,0,4595.188,426941.438,274054.625,2319.825,31757.266,113797.352,417.215,53181.5,0,154.253,0.169,1634.381,1.785,0,0,0,0,0,0,5912.919,6.458,0.015,13.57,48886.773,55.27,59.87,52.84,65.93,75.9,79.98,42.05,76.3,69.08,43.05,39.54,65.54,64.63,26.57,0,0,0,0
High-income countries,1979,926455797,216.451,0.235,11756.757,341.719,2.99,12.741,0.607,0.235,3668.278,3.975,0,0,0,4811.638,438698.219,277722.875,2459.837,33499.125,119773.57,431.151,54306.801,0,140.012,0.152,1741.859,1.888,0,0,0,0,0,0,5976.221,6.476,0.015,13.936,50312.852,55.13,59.95,53.5,65.35,75.37,79.46,41.85,75.68,68.82,42.2,38.88,65.88,64.23,26.56,0,0,0,0
High-income countries,1980,933602672,212.777,0.229,11505.328,-251.429,-2.14,12.373,0.583,0.236,3792.852,4.079,0,0,0,5024.416,450203.562,281515.75,2593.857,35263.934,125361.82,443.767,52345.578,0,134.02,0.144,1764.81,1.898,0,0,0,0,0,0,5588.253,6.01,0.014,12.616,48869.973,53.79,59.02,53.76,64.76,74.84,78.95,41.88,75.06,68.5,41.48,42.36,64.94,62.37,26.17,0,0,0,0
High-income countries,1981,940697523,205.466,0.219,11110.433,-394.896,-3.43,11.858,0.553,0.233,3837.21,4.095,0,0,0,5229.882,461313.969,285352.938,2687.342,37027.414,130560.07,456.31,50853.473,0,93.485,0.1,1763.481,1.882,0,0,0,0,0,0,5198.248,5.548,0.013,12.543,47837.734,52,58.39,54.52,64.14,74.33,78.48,41.79,74.44,68.16,40.87,39.41,63.84,60.81,26.87,0,0,0,0
High-income countries,1982,947737950,197.813,0.21,10702.811,-407.622,-3.67,11.338,0.533,0.231,3795.333,4.021,0,0,0,5427.694,472016.781,289148.312,2769.841,38677.48,135527.781,465.699,49039.867,0,82.499,0.087,1650.066,1.748,0,0,0,0,0,0,4967.711,5.263,0.01,9.389,46476.941,50.24,56.7,53,63.5,73.81,77.99,41.55,73.75,67.8,40.1,35,61.09,59.57,20.86,0,0,0,0
High-income countries,1983,954737349,200.907,0.211,10621.42,-81.391,-0.76,11.17,0.514,0.228,3861.951,4.061,0,0,0,5628.602,482638.188,293010.25,2841.808,40288.371,140393.578,475.601,48918.578,0,71.967,0.076,1610.891,1.694,0,0,0,0,0,0,4865.802,5.117,0.01,9.902,46704.395,49.88,55.91,52.5,62.89,73.3,77.49,41.31,73.02,67.45,39.31,33.78,58.95,59.01,20.51,0,0,0,0
High-income countries,1984,961708005,197.051,0.206,11011.959,390.538,3.68,11.497,0.509,0.226,4033.615,4.211,0,0,0,5825.653,493650.188,297043.844,2895.48,42034.988,145364.031,486.164,50923.039,0,53.673,0.056,1746.617,1.824,0,0,0,0,0,0,4970.439,5.189,0.011,10.562,48973.094,47.91,56.02,52.35,62.23,72.79,76.99,40.97,72.29,67.15,38.52,28.7,58.81,59.66,20.22,0,0,0,0
High-income countries,1985,968660273,190.621,0.198,11099.357,87.399,0.79,11.505,0.496,0.222,4198.989,4.352,0,0,0,6016.273,504749.531,301242.844,2944.033,43796.105,150253.688,496.579,51758.152,0,48.552,0.05,1761.115,1.826,0,0,0,0,0,0,4889.665,5.068,0.011,10.416,50136.066,45.78,54.63,50.91,61.53,72.27,76.44,40.62,71.52,66.84,37.7,26.71,57.1,58.68,18.84,0,0,0,0
High-income countries,1986,975601073,192.868,0.199,11126.801,27.443,0.25,11.452,0.481,0.219,4133.802,4.254,0,0,0,6209.142,515876.312,305376.656,2982.909,45508.238,155293.203,506.188,52224.727,0,38.876,0.04,1712.134,1.762,0,0,0,0,0,0,5039.511,5.187,0.01,9.609,50950.5,44.41,53.96,49.52,60.8,71.74,75.88,40.21,70.82,66.54,36.76,22.85,56.62,58.71,16.11,0,0,0,0
High-income countries,1987,982537435,195.363,0.2,11342.927,216.126,1.94,11.592,0.473,0.217,4247.815,4.341,0,0,0,6404.505,527219.25,309624.469,3021.167,47300.891,160351.547,516.677,53323.215,0,38.258,0.039,1792.654,1.832,0,0,0,0,0,0,5058.346,5.169,0.011,10.489,52392.055,43.1,53.34,49.18,60.05,71.21,75.32,39.85,70.05,66.25,35.6,23.4,54.81,58.36,14.1,0,0,0,0
High-income countries,1988,989479555,205.8,0.209,11715.018,372.092,3.28,11.888,0.468,0.216,4340.998,4.405,0,0,0,6610.305,538934.25,313965.469,3057.452,49161.105,165611.891,528.047,54859.676,0,36.285,0.037,1860.213,1.888,0,0,0,0,0,0,5260.354,5.338,0.012,11.369,54282.527,42.94,53.01,48.6,59.31,70.68,74.75,39.36,69.28,65.97,34.28,19.49,54.15,58.59,12.75,0,0,0,0
High-income countries,1989,996437567,211.796,0.213,11954.511,239.493,2.04,12.047,0.46,0.217,4382.37,4.416,0,0,0,6822.1,550888.812,318347.844,3092.878,51144.016,170942.469,539.489,55504.078,0,35.426,0.036,1982.91,1.998,0,0,0,0,0,0,5330.567,5.372,0.012,11.443,55306.348,43.04,53.35,48.93,58.63,70.19,74.21,39.05,68.61,65.7,33.16,23.4,55.35,58.34,13.2,0,0,0,0
High-income countries,1990,1003417279,217.156,0.217,12221.516,267.005,2.23,12.229,0.461,0.22,4391.117,4.394,13102.973,13.111,0.494,7039.256,563110.25,322738.938,3194.702,53266.848,176234.312,636.225,55552.48,0,101.823,0.102,2122.833,2.124,13.741,13,1689.63,1.684,798,0.795,5291.851,5.295,0.097,96.736,55742.32,43.5,53.72,50.39,58,69.73,73.74,39.09,67.95,65.42,34.39,40.23,55.26,57.41,43.4,13044.82,13787.96,881.457,7.21
High-income countries,1991,1010435654,213.592,0.212,12265.314,43.798,0.36,12.188,0.456,0.219,4312.376,4.285,13081.343,12.999,0.487,7252.848,575375.625,327051.312,3292.481,55481.121,181570.938,726.891,55680.68,0,97.779,0.097,2214.272,2.2,13.677,12.942,1700.25,1.683,788.55,0.78,5336.629,5.303,0.09,90.666,56261.742,41.67,52.78,49.96,57.34,69.25,73.28,39.01,67.41,65.06,35.19,36.52,56.5,55.07,42.1,13076.61,13819.76,816.029,6.65
High-income countries,1992,1017490445,218.368,0.215,12377.768,112.453,0.92,12.215,0.449,0.218,4222.324,4.167,13883.011,13.7,0.504,7471.216,587753.375,331273.656,3393.343,57750.609,187050.297,814.265,55906.242,0,100.862,0.1,2269.49,2.24,13.64,12.91,1706.24,1.677,782.15,0.769,5479.35,5.407,0.086,87.374,56884.066,40.87,54.84,50.07,56.67,68.87,72.85,39.1,66.94,64.89,35.7,42.51,57.27,59.64,40.51,13135.73,13878.86,1505.243,12.16
High-income countries,1993,1024543346,219.807,0.215,12510.875,133.108,1.08,12.261,0.445,0.217,4208.757,4.125,13617.83,13.346,0.484,7691.023,600264.25,335482.406,3492.023,60111.711,192585.188,901.907,56387.34,0,98.68,0.097,2361.103,2.314,13.635,12.91,1699.28,1.659,780.44,0.762,5534.885,5.424,0.086,87.643,57771.273,39.54,54.86,49.34,55.98,68.51,72.42,39.19,66.54,64.74,36.13,42.26,58.01,60.17,40.75,13226.899,13969.97,1106.955,8.85
High-income countries,1994,1031541403,232.238,0.226,12710.662,199.787,1.6,12.373,0.436,0.216,4205.938,4.094,13765.867,13.4,0.472,7923.261,612974.938,339688.344,3592.079,62540.469,198237.422,993.345,57147.523,0,100.056,0.097,2428.758,2.364,13.769,13.049,1712.36,1.66,799.39,0.775,5652.236,5.502,0.089,91.437,58950.035,39.2,55.35,49.03,55.29,68.17,71.99,39.26,66.22,64.64,36.64,42.21,59.14,61.21,42.47,13460.26,14203.59,1055.205,8.3
High-income countries,1995,1038451858,238.264,0.23,12797.752,87.09,0.69,12.374,0.424,0.212,4219.721,4.08,13911.384,13.451,0.461,8161.525,625772.688,343908.062,3692.084,65042.375,203878.953,1089.668,58324.656,0,100.005,0.097,2501.905,2.419,13.868,13.153,1712.32,1.649,801.98,0.772,5641.533,5.455,0.093,96.324,60567.348,38.03,54.57,47.83,54.56,67.82,71.55,39.35,65.93,64.51,37.14,42.54,59.36,60.45,43.32,13658.76,14401.529,1113.632,8.7
High-income countries,1996,1045269543,235.466,0.226,13189.698,391.946,3.06,12.67,0.423,0.212,4335.986,4.165,14134.906,13.578,0.453,8396.991,638962.375,348244.062,3794.045,67680.594,209660.297,1186.399,59796.621,0,101.961,0.098,2638.215,2.534,14.155,13.452,1714.82,1.641,818.92,0.783,5781.338,5.554,0.093,96.731,62503.586,36.85,54.6,47.92,53.84,67.49,71.11,39.44,65.67,64.38,37.61,42.97,59.93,60.17,43.83,14060.52,14796.14,945.208,7.17
High-income countries,1997,1052024755,237.595,0.227,13235.742,46.044,0.35,12.633,0.408,0.21,4359.712,4.161,14202.037,13.555,0.438,8634.587,652198.062,352603.781,3898.052,70350.836,215425.984,1284.874,60083.598,0,104.007,0.099,2670.249,2.549,14.305,13.605,1709.32,1.625,806.13,0.766,5765.705,5.503,0.094,98.474,63209.434,36.06,54.47,48.44,53.12,67.16,70.7,39.52,65.46,64.23,38.05,42.83,60.45,59.07,44.31,14312.35,15048.939,966.295,7.3
High-income countries,1998,1058766719,231.028,0.219,13204.939,-30.803,-0.23,12.524,0.395,0.208,4345.362,4.121,14245.489,13.51,0.426,8865.615,665403.062,356949.125,3996.706,73030.844,221177.594,1383.161,60004.664,0,98.654,0.094,2680.005,2.542,14.204,13.52,1698.37,1.604,784.69,0.741,5751.603,5.455,0.093,98.288,63530.941,35.31,54.55,49.6,52.43,66.85,70.34,39.59,65.22,64.06,38.47,42.62,59.7,58.39,44.86,14314.37,15039.16,1040.55,7.88
High-income countries,1999,1065562142,233.292,0.22,13374.296,169.357,1.28,12.603,0.386,0.208,4319.177,4.07,14463.957,13.63,0.417,9098.907,678777.312,361268.312,4093.91,75791.227,227043.562,1481.445,60603.07,0,97.204,0.092,2760.385,2.601,14.176,13.488,1687.35,1.584,771.26,0.724,5865.955,5.528,0.093,98.283,64576.336,34.05,54.55,49.68,51.71,66.56,69.99,39.67,65.01,63.9,38.85,43.41,59.71,58.22,45.18,14372.64,15104.979,1089.66,8.15
High-income countries,2000,1072467357,236.775,0.222,13808.387,434.091,3.25,12.928,0.381,0.21,4505.329,4.218,15049.864,14.091,0.415,9335.683,692585.75,365773.625,4192.035,78672.125,233034.516,1577.742,61402.91,0,98.125,0.092,2880.898,2.697,14.363,13.673,1691.38,1.577,772.68,0.72,5990.963,5.609,0.09,96.297,65852.617,32.99,54.72,49.99,50.98,66.27,69.65,39.59,64.84,63.74,39.17,36.39,60.84,58.25,44.8,14663.74,15403.7,1241.477,8.99
High-income countries,2001,1079460500,235.036,0.219,13762.396,-45.99,-0.33,12.801,0.373,0.21,4466.791,4.155,14853.128,13.816,0.402,9570.719,706348.125,370240.406,4287.434,81524.953,239053.047,1671.552,60907.887,0,95.399,0.089,2852.829,2.654,14.306,13.741,1680.52,1.557,770.05,0.713,6018.532,5.598,0.087,93.81,65747.656,31.43,54.07,49.29,50.21,65.98,69.3,39.48,64.65,63.58,39.43,35.1,59.65,58.01,44.38,14832.84,15443.22,1090.731,7.93
High-income countries,2002,1086543327,238.219,0.22,13877.821,115.425,0.84,12.824,0.368,0.209,4507.062,4.165,15149.98,14,0.402,9808.938,720225.938,374747.5,4383.496,84467.172,245052.609,1766.255,61122.238,0,96.062,0.089,2942.214,2.719,14.121,13.562,1662.84,1.53,762.85,0.702,5999.561,5.544,0.087,94.703,66411.961,30.2,53.3,47.67,49.42,65.68,68.93,39.32,64.46,63.43,39.65,33.48,59.76,57.86,44.09,14736.04,15343.44,1272.16,9.17
High-income countries,2003,1093819504,240.681,0.221,14132.696,254.875,1.84,12.972,0.365,0.211,4626.681,4.247,15538.828,14.263,0.401,10049.618,734358.688,379374.188,4479.043,87439.516,251155.125,1861.189,61386.215,0,95.548,0.088,2972.347,2.728,14.17,13.618,1633.3,1.493,734.49,0.671,6102.506,5.602,0.087,94.934,67145.438,28.39,51.64,45.13,48.56,65.34,68.49,39.17,64.23,63.26,39.82,33.14,58.32,57.23,43.27,14895.229,15498.97,1406.132,9.95
High-income countries,2004,1101421435,245.625,0.224,14347.227,214.53,1.52,13.078,0.357,0.21,4669.823,4.257,15974.402,14.561,0.397,10295.243,748705.875,384043.969,4575.211,90491.531,257339.578,1960.328,62259.301,0,96.168,0.088,3052.013,2.782,14.253,13.698,1645.04,1.494,762.68,0.692,6184.458,5.637,0.09,99.139,68573.727,27.09,50.12,42.85,47.65,64.96,67.99,38.95,64,63.07,39.97,30.9,57.94,56.15,43.09,15087.46,15698.71,1627.176,11.34
High-income countries,2005,1109422107,245.108,0.222,14387.203,39.977,0.28,13.019,0.346,0.209,4679.251,4.234,16137.185,14.603,0.388,10540.351,763093.062,388723.25,4677.897,93568.43,263522.219,2060.94,62219.773,0,102.686,0.093,3076.899,2.784,14.158,13.606,1628.47,1.468,733.74,0.661,6182.646,5.595,0.091,100.612,69027.992,25.52,48.6,40.44,46.71,64.55,67.44,38.73,63.74,62.87,40.06,30.92,57.04,55.67,41.74,15095.23,15706.939,1749.981,12.16
High-income countries,2006,1117872077,250.438,0.225,14389.863,2.66,0.02,12.923,0.334,0.208,4694.866,4.216,16437.438,14.762,0.381,10790.789,777482.938,393418.125,4783.487,96665.969,269660.844,2163.761,61929.91,0,105.59,0.095,3097.542,2.782,14.037,13.495,1649.8,1.476,746.66,0.668,6138.606,5.513,0.092,102.821,69229.719,23.91,47.05,38.41,45.7,64.11,66.83,38.54,63.47,62.66,40.09,31.66,56.12,54.76,40.83,15085.15,15691.779,2047.575,14.23
High-income countries,2007,1126682518,258.239,0.23,14502.027,112.164,0.78,12.922,0.326,0.208,4765.925,4.247,16448.209,14.656,0.37,11049.028,791985,398184.031,4891.822,99871.195,275721.844,2267.061,61993.395,0,108.335,0.097,3205.221,2.856,14.092,13.55,1640.65,1.456,746.76,0.663,6061.007,5.4,0.092,103.299,69846.875,23,46.05,37.2,44.67,63.65,66.2,38.33,63.2,62.44,40.08,31.09,56.17,53.89,39.88,15267.08,15877.29,1946.182,13.42
High-income countries,2008,1135613026,248.789,0.22,14202.704,-299.323,-2.06,12.555,0.316,0.205,4634.26,4.097,16110.867,14.242,0.359,11297.816,806187.688,402818.312,4997.625,103154.586,281552.969,2366.365,61104.18,0,105.802,0.094,3283.393,2.902,13.714,13.176,1627.11,1.433,702.11,0.618,5831.156,5.155,0.088,99.304,69390.703,21.85,44.29,35.02,43.67,63.17,65.53,38.08,62.94,62.18,40.01,29.19,55.91,52.06,38.32,14962.71,15574.16,1908.163,13.44
High-income countries,2009,1144335260,212.913,0.187,13396.972,-805.733,-5.67,11.752,0.306,0.202,4172.135,3.66,14891.547,13.063,0.341,11510.729,819584.625,406990.406,5100.277,106345,287187.594,2450.627,57971.613,0,102.652,0.09,3190.413,2.799,12.938,12.405,1599.49,1.398,678.68,0.593,5634.597,4.943,0.074,84.262,66338.961,18.19,42.39,31.93,42.56,62.66,64.83,37.81,62.69,61.92,39.8,27.93,55.39,51.23,34.74,14195.54,14805.14,1494.575,11.16
High-income countries,2010,1152605703,213.938,0.186,13914.282,517.311,3.86,12.118,0.307,0.202,4419.042,3.849,15546.802,13.539,0.343,11724.668,833498.875,411409.469,5200.545,109767.883,292851.062,2545.309,59957.332,0,100.269,0.087,3422.882,2.981,13.316,12.784,1608.23,1.395,667.02,0.579,5663.469,4.932,0.083,94.682,69107.164,17.15,41.73,31.63,41.44,62.14,64.11,37.53,62.42,61.64,39.75,27.31,55.16,50.09,38.63,14735.351,15347.75,1632.519,11.73
High-income countries,2011,1160324828,216.591,0.187,13705.668,-208.614,-1.5,11.856,0.294,0.201,4324.257,3.741,15511.216,13.418,0.333,11941.259,847204.562,415733.719,5303.771,113209.336,298373.844,2642.646,59059.453,0,103.227,0.089,3441.455,2.977,13.151,12.444,1667.01,1.437,725,0.625,5522.801,4.778,0.084,97.337,68528.148,16.12,39.76,29.26,40.3,61.58,63.33,37.32,62.12,61.34,39.58,29.14,53.96,48.71,35.46,14439.56,15259.24,1805.548,13.17
High-income countries,2012,1167532147,218.409,0.188,13625.972,-79.696,-0.58,11.714,0.289,0.201,4154.473,3.572,15228.014,13.091,0.322,12159.668,860830.562,419888.188,5411.753,116735.617,303896.594,2738.743,58308.012,0,107.982,0.093,3526.281,3.032,12.968,12.267,1681.06,1.44,720.47,0.617,5522.732,4.748,0.083,96.097,68076.477,15.85,38.96,27.79,39.21,61.02,62.53,37.13,61.85,61.03,39.39,29.63,54.19,48.03,34.88,14321.9,15140.88,1602.042,11.76
High-income countries,2013,1174293772,220.465,0.188,13652.465,26.493,0.19,11.669,0.285,0.199,4208.328,3.597,15128.219,12.93,0.316,12380.133,874483,424096.531,5529.416,120299.836,309341.75,2835.376,58691.234,0,117.663,0.101,3564.223,3.046,12.926,12.23,1645.75,1.401,681.55,0.58,5445.152,4.654,0.083,96.633,68920.75,15.32,38.69,27.98,38.15,60.48,61.78,36.99,61.6,60.71,39.13,31.81,54.4,47,32.96,14361.109,15179.25,1475.754,10.81
High-income countries,2014,1180734399,229.141,0.195,13532.666,-119.799,-0.88,11.502,0.277,0.198,4131.44,3.512,14993.252,12.744,0.307,12609.273,888015.688,428227.938,5654.733,123885.992,314703.062,2934.692,58107.461,0,125.317,0.106,3586.151,3.048,12.748,12.055,1675.1,1.419,697.46,0.591,5361.301,4.557,0.084,99.315,68609.477,15.34,38.08,27.43,37.15,59.94,61.04,36.89,61.34,60.39,38.87,32.85,53.85,46.09,32.68,14233.86,15052.49,1460.587,10.79
